Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~schlage_attack_board.PrjPcb|ReportField=ProjectFullPath~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\schlage_attack_board.PrjPcb|ReportField=Title~Bill of Materials For Project [schlage_attack_board.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~53|ReportField=ReportTime~9:52:16 PM|ReportField=ReportDate~06/02/2017|ReportField=ReportDateTime~06/02/2017 9:52:16 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=PrjLicense~<Select License>|ReportField=PrjName~<Enter Project Name>|ReportField=PrjRev~00|ReportField=Address1~1083 Queen St., Suite 196|ReportField=Address2~Halifax|ReportField=Address3~NS|ReportField=Address4~Canada B3H 0B2|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~06/02/2017|ReportField=CurrentTime~9:50:16 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\attack_board.SchDoc|ReportField=DocumentName~attack_board.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~30/01/2017|ReportField=Organization~NewAE Technology Inc.|ReportField=ProjectName~schlage_attack_board.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetApproved~NO|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~<Enter Sheet Title>|ReportField=DataSourceFileName~schlage_attack_board.PrjPcb|ReportField=DataSourceFullPath~C:\Users\colin\Dropbox (NewAE Technology Inc)\engineering\research\targets\schlage_locks\connect\attack_board\schlage_attack_board\schlage_attack_board.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
23|7-Seg, SMD, CC|7-Seg, CC|LED3||ACSC03|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
24|7-Seg, SMD, CC|7-Seg, CC|LED4||ACSC03|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
25|7-Seg, SMD, CC|7-Seg, CC|LED5||ACSC03|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
26|7-Seg, SMD, CC|7-Seg, CC|LED6||ACSC03|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|||{URL}{URL.TEXT}{URL.TIP}Supplier
27|IRF7807ZTRPBF|MOSFET, N-Channel, 8-SOIC, Logic Level|Q1|SOIC8_NARROW|IRF7807ZTRPBF|{URL}{URL.TEXT}Alpha%20%26%20Omega%20Semiconductor%20Inc{URL.TIP}Component|{URL}{URL.TEXT}AO4420{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
28|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q2|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
29|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q3|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
30|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q4|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
31|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q5|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
32|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q6|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
33|IRLML2502|MOSFET, N-Channel, SOT23, Logic Level|Q7|SOT95P245X110-3M|IRLML2502|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key||{URL}{URL.TEXT}{URL.TIP}Supplier
34|10R|10R res, 0603, 1%, 1/10W|R1|RESC1608X55N|RCHIP-10R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0710RL%26seller%3DDigi-Key%26sku%3D311-10.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0710RL%26seller%3DDigi-Key%26sku%3D311-10.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0710RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0710RL%26seller%3DDigi-Key%26sku%3D311-10.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-10.0HRCT-ND{URL.TIP}Supplier
35|100k|100k res, 0603, 1%, 1/10W|R2|RESC1608X55N|RCHIP-100K-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-07100KL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-100KHRCT-ND{URL.TIP}Supplier
36|2k|2k res, 0603, 1%, 1/10W|R3|RESC1608X55N|RCHIP-2K-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-072KL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-2.00KHRCT-ND{URL.TIP}Supplier
37|2k|2k res, 0603, 1%, 1/10W|R4|RESC1608X55N|RCHIP-2K-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-072KL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-072KL%26seller%3DDigi-Key%26sku%3D311-2.00KHRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-2.00KHRCT-ND{URL.TIP}Supplier
38|12R|12R res, 0603, 1%, 1/10W|R5|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
39|12R|12R res, 0603, 1%, 1/10W|R6|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
40|12R|12R res, 0603, 1%, 1/10W|R7|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
41|12R|12R res, 0603, 1%, 1/10W|R8|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
42|12R|12R res, 0603, 1%, 1/10W|R9|RESC1608X55N|RCHIP-12R-0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0603FR-0712RL{URL.TIP}Manufacturer|1|Digi-Key|CAD|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0603FR-0712RL%26seller%3DDigi-Key%26sku%3D311-12.0HRCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-12.0HRCT-ND{URL.TIP}Supplier
